,names,scores,logfoldchanges,pvals,pvals_adj
308,MRPL15,8.434073,0.6092555,3.3383821955140437e-17,8.986725563924073e-16
309,MARCKS,8.410046,1.7136022,4.098515236009665e-17,1.0935032662229337e-15
310,SCPEP1,8.396316,1.6490448,4.607064667576707e-17,1.2219561521237277e-15
311,SLC27A4,8.372288,0.90575176,5.65100852043896e-17,1.4857374588139518e-15
312,DSN1,8.369285,1.3765582,5.796906178414348e-17,1.5218777268396096e-15
313,FBXO6,8.357271,3.1312156,6.41857838935468e-17,1.6777605772521886e-15
314,EIF4H,8.353838,0.4866436,6.607972474344288e-17,1.7247668820155364e-15
315,RAPGEF2,8.346973,1.071355,7.003446721217093e-17,1.8253492061253106e-15
316,NDRG1,8.345901,2.3612146,7.067312867566147e-17,1.8393370112470855e-15
317,NFKBIA,8.338821,1.1685086,7.503473914705261e-17,1.947232453606102e-15
318,RGCC,8.32595,2.5848255,8.365554482663946e-17,2.152370052058872e-15
319,PRKN,8.316939,5.4830966,9.026411661712881e-17,2.3157946049879593e-15
320,DST,8.31222,1.8278657,9.3928557903877e-17,2.40297229837493e-15
321,MRPS31,8.306212,0.79607725,9.880519564532445e-17,2.5241508621233308e-15
322,LPIN1,8.300634,1.1309724,1.0355663130926917e-16,2.6417926482234495e-15
323,EPB41L5,8.28669,1.5530585,1.1644341187884686e-16,2.9621627315188743e-15
324,MLXIP,8.26631,2.0092227,1.3816926620183222e-16,3.500029333168885e-15
325,LRRC47,8.250863,1.0866959,1.5725405490910498e-16,3.950186816630386e-15
326,LINC02690,8.237134,2.8088152,1.763855756642645e-16,4.4001248169857184e-15
327,ACTBP9,8.228338,0.91869646,1.8982917798355428e-16,4.722426281532945e-15
328,ITM2C,8.224261,1.4413266,1.9639689148488724e-16,4.872371849823145e-15
329,MPV17L2,8.224261,0.66480875,1.9639689148488724e-16,4.872371849823145e-15
330,CKB,8.214823,0.67594,2.1247864983704624e-16,5.2496779841931035e-15
