target,trimester,term,df,df_res,sum_sq,sum_sq_res,f_value,pr_f,p_adj_by
LRRT1,Third,group,2,323,1123121.3168734417,1764016.18312655,102.82450603915373,2.7839935661611026e-35,9.082535855574175e-34
LRRT3,Third,group,2,323,1370037.5997518487,1517099.9002481382,145.84476099677673,7.384039481647437e-46,9.998131107014263e-44
LSAMP,Third,group,2,323,1192318.9384615256,1694818.5615384632,113.61659172928897,4.34412852319463e-38,1.6898882234393484e-36
LY86,Third,group,2,323,1304831.262282865,1582306.237717122,133.17918101790113,6.605811957905777e-43,4.302945071740078e-41
LY9,Third,group,2,323,1106206.0057071869,1780931.4942928038,100.31394834344952,1.3002565577494067e-34,4.0709261384930386e-33
LYN,Third,group,2,323,878774.274937955,2008363.2250620353,70.66552684865854,3.4956588008198573e-26,7.351622436019192e-25
LYNB,Third,group,2,323,604951.0879652547,2282186.4120347397,42.80964963737652,3.2226199508865045e-17,5.07755040181347e-16
LYVE1,Third,group,2,323,1399413.9975185976,1487723.5024813884,151.9135512898042,3.1393745254436506e-47,1.3224259277090574e-44
Lactoferrin,Third,group,2,323,272787.0975186089,2614350.402481389,16.851266841445884,1.0933444317797166e-7,1.2792825352626124e-6
Lamin-B1,Third,group,2,323,393693.63784118695,2493443.862158809,25.499480247493196,5.219615910040734e-11,6.799987859056837e-10
Laminin,Third,group,2,323,429362.97841190686,2457774.5215880885,28.213377754733017,5.093813974204938e-12,6.842756610562033e-11
Layilin,Third,group,2,323,1281813.647642666,1605323.85235732,128.95398258133693,6.805708426710211e-42,3.885530133012284e-40
Leptin,Third,group,2,323,819053.7619106609,2068083.7380893307,63.96123141066836,3.969678148038454e-24,7.736629825819397e-23
Lipocalin 2,Third,group,2,323,1090123.8667493719,1797013.6332506202,97.97087858568854,5.553292415082709e-34,1.6533271825700602e-32
Livin B,Third,group,2,323,1321197.3410669821,1565940.158933002,136.25895559617402,1.2322323639225441e-43,9.199730869790388e-42
Luteinizing hormone,Third,group,2,323,1150969.6183622715,1736167.8816377164,107.06429679494236,2.1309162493674924e-36,7.439563397198095e-35
Lymphotactin,Third,group,2,323,119695.80260545574,2767441.697394543,6.985105463641924,0.0010719598737673332,0.010546474407460118
Lymphotoxin a1/b2,Third,group,2,323,1048498.5361042079,1838638.9638957814,92.09666329600734,2.2422402953621664e-32,6.053535897309676e-31
Lymphotoxin a2/b1,Third,group,2,323,243102.59106699517,2644034.908933001,14.848922124543169,6.771023451810366e-7,7.749689985267145e-6
Lymphotoxin b R,Third,group,2,323,826392.512903217,2060744.9870967737,64.76414678649517,2.235736832603464e-24,4.4104351702430775e-23
Lysozyme,Third,group,2,323,9874.008064515889,2877263.4919354836,0.5542253279509768,0.5750625160139267,1
M-CSF R,Third,group,2,323,1267980.5296525932,1619156.9703473942,126.4725158147934,2.7206333020805803e-41,1.4710635025345575e-39
M2-PK,Third,group,2,323,379474.86426798534,2507662.6357320095,24.439168852308526,1.307570384725116e-10,1.6786847455609846e-9
MAPK14,Third,group,2,323,1121018.3106699625,1766119.1893300253,102.50976166669584,3.374702328396082e-35,1.0954439133636471e-33
MAPK2,Third,group,2,323,118211.26228287816,2768926.237717121,6.894773359663331,0.0011689418517920683,0.011465763335859714
MAPK5,Third,group,2,323,640640.2566997455,2246497.2433002484,46.055432191412145,2.5275817348443114e-18,4.133427731503358e-17
MAPKAPK3,Third,group,2,323,421386.93796525616,2465750.56203474,27.599705959401927,8.595877349813309e-12,1.1467878321925522e-10
MASP3,Third,group,2,323,66997.08449131344,2820140.4155086866,3.836698728136004,0.022554191844804804,0.20325321820402276
MATK,Third,group,2,323,1378966.7916873316,1508170.7083126563,147.66440936030688,2.8461644667777892e-46,4.384754744724816e-44
MATN2,Third,group,2,323,783396.511910663,2103740.98808933,60.13978783028768,6.277046532551468e-23,1.1772558516627e-21
MATN3,Third,group,2,323,993947.6669975058,1893189.8330024807,84.78946243099058,2.5197727789262356e-30,6.303119169444161e-29
MBD4,Third,group,2,323,1184759.7873448965,1702377.7126550868,112.39497805559401,8.91324505488954e-38,3.392513076010713e-36
MBL,Third,group,2,323,18255.757444167975,2868881.742555832,1.027684335502285,0.35900162188816404,1
MCP-1,Third,group,2,323,158815.76476426655,2728321.735235732,9.400924267171499,1.0755747608589903e-4,0.0011273414613240677
MCP-2,Third,group,2,323,1251905.1465260386,1635232.3534739455,123.64156123405411,1.341493478563469e-40,6.694140509297549e-39
MCP-3,Third,group,2,323,115471.45719602983,2771666.042803969,6.728314324005945,0.0013713853248916307,0.013354251508614577
MCP-4,Third,group,2,323,758359.5937965191,2128777.906203475,57.533044683164476,4.241858467847895e-22,7.804760375922489e-21
MDC,Third,group,2,323,923155.6228287735,1963981.8771712163,75.91191895394947,9.466868468206264e-28,2.1318416202987277e-26
MDHC,Third,group,2,323,1312035.5147642542,1575101.4852357318,134.52703690563453,3.1611528410141855e-43,2.1915093228460837e-41
MDM2,Third,group,2,323,1356045.7910669849,1531091.708933003,143.03610553148195,3.252359450349234e-45,3.713688525979901e-43
MED-1,Third,group,2,323,1054092.1605458935,1833045.3394540944,92.87052549330849,1.37080893906605e-32,3.76368591252559e-31
MEK1,Third,group,2,323,1172945.7647642589,1714191.7352357318,110.50732372325766,2.723306785475406e-37,1.0069157271833951e-35
MEPE,Third,group,2,323,1272132.3610421694,1615005.1389578166,127.21283131079662,1.7971743497681476e-41,9.967311396517368e-40
METAP1,Third,group,2,323,840184.1538461472,2046953.3461538453,66.28863383775166,7.558523957449779e-25,1.5125896318066174e-23
MFGM,Third,group,2,323,1354034.4174937806,1533103.0825062045,142.63656561682023,4.0204818343177556e-45,4.45960008408269e-43
MFRP,Third,group,2,323,1069797.416997507,1817340.0830024818,95.06876806439834,3.415475310210851e-33,9.707028529559504e-32
MIA,Third,group,2,323,381755.00260545546,2505382.4973945417,24.60839132743092,1.1289151212720746e-10,1.4522049405544816e-9
MICA,Third,group,2,323,1341908.7916873302,1545228.7083126549,140.24996344661102,1.434947565989252e-44,1.3654057391639312e-42
MICB,Third,group,2,323,1216818.747518597,1670318.75248139,117.65193166412882,4.136186521134147e-39,1.7341033749510213e-37
MIF,Third,group,2,323,913085.347518601,1974052.1524813897,74.70080435255586,2.1623273617840248e-27,4.7969948288860746e-26
MIP-1a,Third,group,2,323,993330.0652605328,1893807.4347394542,84.70914338851281,2.6560634617694472e-30,6.626965504795304e-29
MIP-3a,Third,group,2,323,425114.5426798966,2462022.9573201,27.886010745218645,6.732522856743518e-12,9.03160977325429e-11
MIP-3b,Third,group,2,323,510009.0284119067,2377128.4715880873,34.649561045178345,2.3281317495071332e-14,3.370036736585536e-13
MIP-5,Third,group,2,323,543787.1977667441,2343350.3022332503,37.476954408239244,2.307885308692253e-15,3.4355200752184475e-14
MIS,Third,group,2,323,142722.81960297748,2744414.680397021,8.39878008615898,2.780583742440901e-4,0.0028527959323906603
MK01,Third,group,2,323,34575.9911910668,2852561.5088089327,1.9575467733520875,0.14287601779008105,1
MK08,Third,group,2,323,93596.51476426749,2793540.9852357316,5.410995297480361,0.004881397094358642,0.045467626434973686
MK11,Third,group,2,323,288846.7042183606,2598290.795781637,17.95362659445207,4.0418145680056146e-8,4.816273710568266e-7
MK12,Third,group,2,323,1392010.731513633,1495126.7684863522,150.36165352523673,6.998480112324719e-47,1.5655937173788152e-44
MK13,Third,group,2,323,784976.7718362203,2102160.7281637723,60.30640138648479,5.559680171661235e-23,1.046759721787155e-21
MMEL2,Third,group,2,323,1236301.9142679775,1650835.5857320104,120.94648363528235,6.218293731744943e-40,2.880799741149907e-38
MMP-1,Third,group,2,323,108694.69057071768,2778442.8094292814,6.317996709378626,0.0020344173899725423,0.019511264249042325
MMP-10,Third,group,2,323,113845.42211538507,2773291.577884614,6.629679986862046,0.0015076296180495834,0.014639887052215307
MMP-12,Third,group,2,323,1342079.2864764158,1545058.213523573,140.28326108932998,1.4096028762071684e-44,1.347896665021336e-42
MMP-13,Third,group,2,323,959603.9653846053,1927533.5346153853,80.4012161793788,4.5953404044441405e-29,1.0904863745587608e-27
MMP-14,Third,group,2,323,1044343.7207195901,1842793.7792803964,91.52489703002766,3.22847245135635e-32,8.644003574691475e-31
MMP-16,Third,group,2,323,438100.82493796106,2449036.6750620347,28.89025058217575,2.865781828486723e-12,3.884686407977786e-11
MMP-17,Third,group,2,323,350193.0249379636,2536944.475062033,22.293027728207655,8.525588278899098e-10,1.0683874980819893e-8
MMP-2,Third,group,2,323,355793.61364763835,2531343.886352358,22.699669102207153,5.966429009077228e-10,7.520550229101106e-9
MMP-3,Third,group,2,323,394897.36426798487,2492240.1357320105,25.589799078710186,4.8280362244289017e-11,6.294071637590623e-10
MMP-7,Third,group,2,323,1387951.7976426673,1499185.7023573196,149.5173112756016,1.0843168242417902e-46,2.0135267225514983e-44
MMP-8,Third,group,2,323,53450.56526054442,2833686.934739454,3.0463020398446465,0.04890245019189486,0.4342464945255385
MMP-9,Third,group,2,323,61662.35905707115,2825475.1409429284,3.5245296776504684,0.030604107054098294,0.27426925045743056
MO2R1,Third,group,2,323,1194678.2476426668,1692459.2523573202,114.0001076690951,3.4689395417392063e-38,1.3575971381526226e-36
MOZ,Third,group,2,323,24568.140074441675,2862569.3599255583,1.3860815662910306,0.2515364610389924,1
MP2K2,Third,group,2,323,1029983.4174937869,1857154.0825062029,89.56840118552253,1.1309563785254889e-31,2.962671541542801e-30
MP2K4,Third,group,2,323,165942.3361042156,2721195.163895782,9.84849879067961,7.050078984232801e-5,7.465989538785103e-4
MPIF-1,Third,group,2,323,152302.438461537,2734835.0615384616,8.99390393134036,1.580821860100818e-4,0.001642713856263933
MRC2,Third,group,2,323,1339973.2169975063,1547164.2830024825,139.87246016637138,1.7564572101078002e-44,1.6235816677127226e-42
MRCKB,Third,group,2,323,1343858.7102977538,1543278.7897022332,140.63122176062728,1.1702335455464537e-44,1.147263594348805e-42
MSP,Third,group,2,323,422513.7619106653,2464623.73808933,27.686162189394302,7.984178670878063e-12,1.0673810549186284e-10
MSP R,Third,group,2,323,1097168.7976426724,1789968.70235732,98.99210002160123,2.9447071625674073e-34,8.987540419242053e-33
Macrophage mannose receptor,Third,group,2,323,154852.1426798976,2732285.3573201005,9.153004819135216,1.3597585706226947e-4,0.0014175486988833705
Macrophage scavenger receptor,Third,group,2,323,696382.016873443,2190755.4831265504,51.3364894399602,4.3693819302802665e-20,7.519115709909452e-19
Mammaglobin 2,Third,group,2,323,387978.7344913115,2499158.7655086843,25.071862774429675,7.554578039637424e-11,9.769793382577972e-10
Marapsin,Third,group,2,323,77415.44590570591,2809722.054094293,4.449762030928602,0.01240613977517905,0.11306102695383881
Mesothelin,Third,group,2,323,906007.4691066903,1981130.0308932995,73.8569422395531,3.8543437750202405e-27,8.454015431536144e-26
Met,Third,group,2,323,952042.6183622768,1935094.8816377176,79.45599170588537,8.648078922078971e-29,2.0303165553375583e-27
Midkine,Third,group,2,323,147235.9266749369,2739901.573325062,8.678633710606366,2.1315734186058583e-4,0.0022008898422349607
Mn SOD,Third,group,2,323,133567.99516128842,2753569.50483871,7.83391564318316,4.76118399922578e-4,0.004796109724229891
Moesin,Third,group,2,323,1080882.3102977537,1806255.1897022342,96.64331712833129,1.2715396303447521e-33,3.706052188724799e-32
Myeloperoxidase,Third,group,2,323,156097.34106699564,2731040.1589330034,9.230812846109536,1.2632517677539453e-4,0.0013183563941535571
Myoglobin,Third,group,2,323,1292753.611042171,1594383.8889578169,130.94695049871666,2.2555729355120575e-42,1.3430373953820975e-40
"Myokinase, human",Third,group,2,323,809527.2315136385,2077610.2684863522,62.927417077459175,8.33879686693e-24,1.6058268748328102e-22
N-terminal pro-BNP,Third,group,2,323,1727.5112903225236,2885409.9887096775,0.09669096401508269,0.9078627839038365,1
NACA,Third,group,2,323,1398770.876426787,1488366.6235732012,151.7781257420247,3.366328163927533e-47,1.333571268103691e-44
NADPH-P450 Oxidoreductase,Third,group,2,323,1316608.7405707075,1570528.7594292804,135.38899579237147,1.976586325567229e-43,1.4158014575629153e-41
NAGK,Third,group,2,323,162478.3461538446,2724659.1538461535,9.630655220417177,8.65807273865273e-5,9.14390241438931e-4
NANOG,Third,group,2,323,298845.0707195997,2588292.4292803966,18.646841591478783,2.168496427276322e-8,2.606405862232774e-7
NAP-2,Third,group,2,323,1394486.0106699623,1492651.4893300252,150.87881687927296,5.355358892364773e-47,1.5586426310781988e-44
NCAM-120,Third,group,2,323,280696.828287838,2606440.6717121596,17.39250705396148,6.702406438487389e-8,7.918611863849369e-7
NCAM-L1,Third,group,2,323,732289.044168727,2154848.4558312683,54.883061643249924,3.0290492775478338e-21,5.419166067215677e-20
NCAM1,Third,group,2,323,200650.8026054576,2686486.697394541,12.062261336417235,8.868131466059192e-6,9.753113369613996e-5
NCC27,Third,group,2,323,1401878.3225806316,1485259.1774193554,152.43356347418697,2.401963867096327e-47,1.3224259277090574e-44
NCK1,Third,group,2,323,944818.3282878306,1942319.1717121596,78.55977649851324,1.5786300761317195e-28,3.674262510501943e-27
NDP kinase B,Third,group,2,323,1386261.9554590422,1500875.5445409429,149.16713555694025,1.3006785809238488e-46,2.2745886576983906e-44
NET4,Third,group,2,323,250596.42990074167,2636541.070099256,15.350158542171386,4.2813656341692385e-7,4.923406967381892e-6
NG36,Third,group,2,323,600375.3529776619,2286762.147022332,42.400832824764045,4.453429840953636e-17,6.988448590650466e-16
NID2,Third,group,2,323,622564.5913151307,2264572.9086848637,44.39873899038385,9.221310256236725e-18,1.4805469806762755e-16
NKG2D,Third,group,2,323,1264964.3797766666,1622173.1202233245,125.93708081280919,3.674530840372601e-41,1.9382506468008102e-39
NKp30,Third,group,2,323,113359.66054590512,2773777.839454094,6.60023485578311,0.0015508841031032234,0.01504485876873483
NKp44,Third,group,2,323,1340915.7861042062,1546221.7138957826,140.05617532701754,1.5918219259179578e-44,1.4855490875580045e-42
NKp46,Third,group,2,323,578721.4913151297,2308416.0086848633,40.488161793957104,2.0404571570115798e-16,3.1509975261852313e-15
NLGNX,Third,group,2,323,55752.049751860555,2831385.450248139,3.180053084660863,0.0428885958591885,0.38259456511774353
NMT1,Third,group,2,323,1095795.575806442,1791341.9241935473,98.79240981445336,3.3329602451603656e-34,1.0140638810246226e-32
NOTC2,Third,group,2,323,1395292.779776664,1491844.7202233248,151.04774704715817,4.90759669108638e-47,1.5484233755602773e-44
NPS-PLA2,Third,group,2,323,1161443.5749379531,1725693.9250620338,108.69432558600258,8.019603019709787e-37,2.893519773170686e-35
NR1D1,Third,group,2,323,1387851.5122828644,1499285.9877171216,149.49650771762694,1.0960940834430321e-46,2.0135267225514983e-44
NRP1,Third,group,2,323,12672.511290322524,2874464.9887096775,0.7119970434239985,0.4914317704618946,1
NRX1A,Third,group,2,323,81265.75260545826,2805871.747394541,4.677483587041532,0.009941599840102306,0.09089963589942054
NRX1B,Third,group,2,323,670530.2631513579,2216607.2368486356,48.85422897603717,2.905605046247005e-19,4.891737380090964e-18
NRX3A,Third,group,2,323,80280.2070719595,2806857.2929280396,4.619135242389345,0.010521743217754568,0.09615880238166134
NRX3B,Third,group,2,323,1397456.4571960177,1489681.0428039702,151.5017049638697,3.882133692104952e-47,1.3456692236452215e-44
NSF1C,Third,group,2,323,1402631.9999999856,1484505.5000000005,152.59294627065887,2.212923722672904e-47,1.3224259277090574e-44
NUDC3,Third,group,2,323,1395029.8045905593,1492107.6954094286,150.99266234905025,5.04930333993079e-47,1.5484233755602773e-44
NXPH1,Third,group,2,323,1225713.5410669865,1661423.4589330014,119.14646793867196,1.74618702779351e-39,7.616354495099747e-38
Nectin-like protein 1,Third,group,2,323,65526.674441686366,2821610.825558313,3.7505377518667458,0.024535092899873368,0.22059259206063456
Nectin-like protein 2,Third,group,2,323,1340215.3102977537,1546922.1897022342,139.9196249520155,1.7126229110055091e-44,1.5906378883533617e-42
Neurotrophin-3,Third,group,2,323,424202.85905706696,2462934.6409429284,27.81590733219291,7.147353102630059e-12,9.574866164406824e-11
Neurotrophin-5,Third,group,2,323,622106.6403225753,2265030.85967742,44.35710974216247,9.527410996274333e-18,1.5284294230948003e-16
Nidogen,Third,group,2,323,458481.03734490834,2428656.4626550865,30.487921478303534,7.432366278309199e-13,1.0232078209093763e-11
Noggin,Third,group,2,323,382181.3251861008,2504956.1748138955,24.64006541836641,1.0983109414399604e-10,1.41471160874296e-9
Nogo Receptor,Third,group,2,323,985669.9652605345,1901467.5347394538,83.71728492928939,5.097575963606863e-30,1.2637402086288422e-28
Notch 1,Third,group,2,323,850675.0844913048,2036461.9155086868,67.46211412013008,3.296380821324893e-25,6.686229823996431e-24
Notch-3,Third,group,2,323,829186.7728287745,2057950.7271712176,65.07136543347654,1.795775378782853e-24,3.5606163396244284e-23
NovH,Third,group,2,323,118111.96228287462,2769025.5377171244,6.888734556204336,0.001175731601388906,0.011526537314985624
Nr-CAM,Third,group,2,323,40902.69057071861,2846234.809429281,2.320885299163223,0.09982198100189354,0.878368061045671
Nucleoside diphosphate kinase A,Third,group,2,323,445631.1334057045,2441505.866594292,29.47747495909684,1.7427950796682487e-12,2.3790446240142082e-11
OBCAM,Third,group,2,323,1336279.3990074324,1550858.1009925564,139.15465431787825,2.5816189438284764e-44,2.3200334554357672e-42
OCAD1,Third,group,2,323,884580.8057071893,2002556.6942928033,71.33870443161739,2.190041975500922e-26,4.646085570203357e-25
OLR1,Third,group,2,323,658641.863647636,2228495.636352358,47.73204813324322,6.892991438053432e-19,1.1455676889521078e-17
OMD,Third,group,2,323,585459.0532257995,2301678.446774194,41.07942933057434,1.2726679290431346e-16,1.9716048989510286e-15
ON,Third,group,2,323,1388107.4696029623,1499030.0303970228,149.54960994444107,1.0662837561525385e-46,2.009515812623353e-44
OPG,Third,group,2,323,891006.9405707081,1996130.5594292798,72.08828111088665,1.3032218155005453e-26,2.7921966589956017e-25
OSM,Third,group,2,323,478982.7921836185,2408154.7078163773,32.122405045894084,1.8903054572976465e-13,2.660869536479862e-12
OX2G,Third,group,2,323,585521.5451612864,2301615.95483871,41.08492963161369,1.2670996494916215e-16,1.9645464481567285e-15
OX40 Ligand,Third,group,2,323,242665.02841190808,2644472.471588089,14.819742882401071,6.954415310280361e-7,7.950213585333312e-6
Olfactomedin-4,Third,group,2,323,812424.6687344834,2074712.8312655087,63.24084086402803,6.656099795859305e-24,1.284333183190793e-22
Oxidized PARK7,Third,group,2,323,126380.46153846057,2760757.038461538,7.393060763447452,7.253645795506023e-4,0.007213273358213496
P-Cadherin,Third,group,2,323,369025.5441687312,2518111.955831266,23.66758366133726,2.559305504669654e-10,3.2683939829825416e-9
P-Selectin,Third,group,2,323,1398542.3951612758,1488595.1048387103,151.73004135534796,3.4508230763332054e-47,1.338566211380156e-44
PA2G4,Third,group,2,323,1399316.0322580484,1487821.4677419362,151.89291464698297,3.1729376575978047e-47,1.3224259277090574e-44
PACA,Third,group,2,323,19694.094913151115,2867443.4050868484,1.1092098009088944,0.33107245483802106,1
PACAP-27,Third,group,2,323,139131.9604218346,2748005.539578164,8.17677085599163,3.4343693277711116e-4,0.003499515136236592
PACAP-38,Third,group,2,323,544002.92977667,2343134.570223323,37.49527418331702,2.2738241481087916e-15,3.387414312349581e-14
PAFAH,Third,group,2,323,1278490.2580645026,1608647.2419354848,128.35391830777647,9.504432529042416e-42,5.347649768178656e-40
PAFAH beta subunit,Third,group,2,323,332027.6477667461,2555109.85223325,20.986363880778626,2.6986750118304344e-9,3.330256806520849e-8
PAI-1,Third,group,2,323,940005.5687344803,1947131.931265508,77.96641661150893,2.354277558827218e-28,5.453426996734441e-27
PAK3,Third,group,2,323,697485.7976426724,2189651.70235732,51.443778112300755,4.0278454187613725e-20,6.943689043122739e-19
PAK6,Third,group,2,323,886047.8516128953,2001089.6483870973,71.50940396439525,1.9455887685903734e-26,4.141065231053752e-25
PAK7,Third,group,2,323,1185030.0861042065,1702107.413895781,112.43847323818049,8.687574842489999e-38,3.313115956718133e-36
PAL4D,Third,group,2,323,49593.065136475954,2837544.434863523,2.8226095496989414,0.06091796150962261,0.5387244631690671
PAPP-A,Third,group,2,323,1315321.9796525924,1571815.520347396,135.1459487223695,2.2560980592016923e-43,1.5991221263639565e-41
PARC,Third,group,2,323,469017.41054589953,2418120.089454095,31.324462392710597,3.682808966075106e-13,5.1319679426936255e-12
PARK7,Third,group,2,323,1380769.5191066875,1506367.9808933004,148.0343980781448,2.3462415267505998e-46,3.7330924556210406e-44
PBEF,Third,group,2,323,1007091.8244416786,1880045.675558312,86.51137137879948,8.179008516736264e-31,2.0753678502017153e-29
PBP,Third,group,2,323,231162.5341191045,2655974.9658808927,14.056137478635243,1.401768500223619e-6,1.5866021250117555e-5
PCI,Third,group,2,323,1402631.9999999867,1484505.5000000002,152.59294627065904,2.2129237226725893e-47,1.3224259277090574e-44
PCNA,Third,group,2,323,1252371.4790322478,1634766.0209677424,123.7229005677376,1.2811020615153684e-40,6.409259620143693e-39
PCSK7,Third,group,2,323,1402310.0199751724,1484827.4800248146,152.52483623363807,2.2918036820421517e-47,1.3224259277090574e-44
PCSK9,Third,group,2,323,1224447.9465260422,1662689.5534739452,118.93281157074075,1.9747295775871913e-39,8.55628962168793e-38
PD-L2,Third,group,2,323,454829.3976426744,2432308.10235732,30.199688784534157,9.473396038379056e-13,1.3023474267266e-11
PDE11,Third,group,2,323,1402631.9999999865,1484505.5000000005,152.59294627065898,2.2129237226727463e-47,1.3224259277090574e-44
PDE3A,Third,group,2,323,437100.6282878369,2450036.871712158,28.8125261638018,3.0611326719713806e-12,4.143705299758711e-11
PDE4D,Third,group,2,323,142682.67444168404,2744454.8255583146,8.39629485161746,2.787160349461277e-4,0.0028580327467802136
PDE5A,Third,group,2,323,290354.34416873194,2596783.155831265,18.05781375235368,3.6801639598837347e-8,4.3907172886723754e-7
PDE7A,Third,group,2,323,541513.7151364712,2345623.784863523,37.2840971168906,2.699159767701676e-15,4.008748992734235e-14
PDE9A,Third,group,2,323,487061.54218361713,2400075.957816379,32.77414567088138,1.0985992440964921e-13,1.5565912619754775e-12
PDGF Rb,Third,group,2,323,1069358.1042183526,1817779.3957816376,95.00676167418163,3.5514358265037636e-33,1.0063968284538288e-31
PDGF-AA,Third,group,2,323,1346176.357444155,1540961.142555832,141.08563527217817,9.18039797640937e-45,9.233366174238223e-43
PDGF-BB,Third,group,2,323,1400700.7191066886,1486436.7808933011,152.1848551135712,2.7299490111205583e-47,1.3224259277090574e-44
PDGF-CC,Third,group,2,323,1017520.0199751772,1869617.480024814,87.89470839982205,3.3310004274148314e-31,8.575495078346991e-30
PDK1,Third,group,2,323,745283.057196022,2141854.44280397,56.19579525655639,1.1404636915945787e-21,2.061261262105717e-20
PDPK1,Third,group,2,323,1401988.079900733,1485149.4200992559,152.45676417450045,2.3734669922819964e-47,1.3224259277090574e-44
PECAM-1,Third,group,2,323,710427.1282878341,2176710.3717121594,52.70980591149461,1.5463521474698953e-20,2.7090966602088394e-19
PERL,Third,group,2,323,1386901.9604218232,1500235.5395781642,149.29966708501277,1.2141016525358976e-46,2.1424871436726024e-44
PESC,Third,group,2,323,275856.9911910631,2611280.5088089337,17.060941529287255,9.043751009090783e-8,1.0645934768091447e-6
PF-4,Third,group,2,323,1401818.9758064372,1485318.5241935488,152.42102007423605,2.4175137523490534e-47,1.3224259277090574e-44
PFD5,Third,group,2,323,146502.88449131278,2740634.615508686,8.633115743141655,2.225680825451917e-4,0.0022943962478599554
PGCB,Third,group,2,323,402298.2290322529,2484839.270967743,26.14702880295563,2.986618608271563e-11,3.919831983178401e-10
PGP9.5,Third,group,2,323,467222.36799006956,2419915.132009926,31.181429229596112,4.1516985972297274e-13,5.7729295616892635e-12
PGRP-S,Third,group,2,323,1350310.2557071869,1536827.2442928038,141.89955774571234,5.949078481300137e-45,6.310364823407977e-43
PH,Third,group,2,323,179389.7147642658,2707747.7852357323,10.69945993212463,3.16759589833367e-5,3.4046140373593956e-4
PHI,Third,group,2,323,1303108.1426798883,1584029.3573200987,132.8586266853349,7.87526201043493e-43,5.061904277394026e-41
PIGR,Third,group,2,323,221363.40806451393,2665774.091935485,13.410810207275505,2.540819656814122e-6,2.845975371038151e-5
PIK3CA/PIK3R1,Third,group,2,323,315575.46910669655,2571562.0308933,19.818864040012016,7.608871416421233e-9,9.248497601825002e-8
PIM1,Third,group,2,323,614389.1836228226,2272748.316377171,43.65809114898022,1.6502363335753528e-17,2.6256822823325303e-16
PK3CG,Third,group,2,323,103467.04776674695,2783670.452233252,6.002839955758332,0.0027560166290781117,0.026109330441185446
PKB a/b/g,Third,group,2,323,767560.8437965168,2119576.6562034795,58.48388446359507,2.10735699240124e-22,3.8966562322336204e-21
PKC-A,Third,group,2,323,462434.3976426753,2424703.10235732,30.800948432277902,5.712980300666339e-13,7.898624686042693e-12
PKC-B-II,Third,group,2,323,491065.050744412,2396072.4492555833,33.09875113328138,8.389675763959567e-14,1.1913312167668686e-12
PKC-D,Third,group,2,323,123398.7699751854,2763738.7300248137,7.210848527209919,8.635092413613818e-4,0.00854326437928729
PKC-G,Third,group,2,323,948404.3379652535,1938733.1620347395,79.00380701211934,1.1712976380034692e-28,2.736037863404354e-27
PKC-Z,Third,group,2,323,397073.75545905344,2490063.744540943,25.753321234135466,4.192702701659365e-11,5.47317027048613e-10
PLCG1,Third,group,2,323,228457.07642679755,2658680.4235732006,13.87749257706601,1.6522860025733728e-6,1.862549982443673e-5
PLK-1,Third,group,2,323,320878.25570719456,2566259.2442928026,20.193532049406308,5.451789185683776e-9,6.668343859538337e-8
PLPP,Third,group,2,323,825273.2315136397,2061864.2684863524,64.64131947312758,2.4406509942436717e-24,4.8000348204976543e-23
PLXC1,Third,group,2,323,1392669.1961538321,1494468.303846154,150.49906016741963,6.517895606499132e-47,1.5655937173788152e-44
PP13G,Third,group,2,323,2179.360421836376,2884957.6395781636,0.122000650303496,0.8851885617801347,1
PPAC,Third,group,2,323,1240629.5187344798,1646507.981265509,121.68885274495916,4.069716650183629e-40,1.9315089480849871e-38
PPIB,Third,group,2,323,657771.3921836154,2229366.107816377,47.650352028408776,7.341742933637239e-19,1.2180613743921277e-17
PPID,Third,group,2,323,1230395.6686104103,1656741.8313895776,119.93956856507687,1.1070323312559988e-39,4.951382013921723e-38
PPIE,Third,group,2,323,1381340.8602977525,1505796.639702233,148.15184405126695,2.206811516375684e-46,3.5697668736625295e-44
PPase,Third,group,2,323,248181.19168734318,2638956.308312655,15.188300894278097,4.963685528547382e-7,5.69455458190427e-6
PRKACA,Third,group,2,323,1178802.5290322464,1708334.9709677424,111.43985908739123,1.566926165263403e-37,5.849261647116632e-36
PRL,Third,group,2,323,701773.7513647578,2185363.7486352357,51.861600118601416,2.9348581348383606e-20,5.086569115134469e-19
PSA,Third,group,2,323,505881.97518609976,2381255.524813894,34.30960606335615,3.0808678925277083e-14,4.4364852653719813e-13
PSA1,Third,group,2,323,1239710.8174937833,1647426.6825062037,121.53093011742698,4.453366478402836e-40,2.0880647128830498e-38
PSA2,Third,group,2,323,149345.06315136282,2737792.4368486353,8.80973567401179,1.8822957395537277e-4,0.0019486886096459516
PSA6,Third,group,2,323,1118558.1341190964,1768579.3658808933,102.1425117499646,4.225415360642238e-35,1.3557196523856907e-33
PSD7,Third,group,2,323,944290.9784119022,1942846.5215880894,78.49461669718806,1.649380196637691e-28,3.834335936066036e-27
PSMA,Third,group,2,323,194689.9554590541,2692447.5445409426,11.678009426920186,1.268484015417047e-5,1.3848703008888176e-4
PSME1,Third,group,2,323,1319080.5364764112,1568056.963523574,135.85699473712884,1.5326408546809105e-43,1.1226655176903868e-41
PSME3,Third,group,2,323,411523.946153841,2475613.5538461558,26.846321470728007,1.637889252248013e-11,2.1613630361360476e-10
