protein_name,trimester,.y.,n,statistic,df,p,p_adj_bh,p_adj_by,method
PLPP,Third,log2rfu,326,92.89955890287047,2,6.72e-21,1.56576e-20,1.304443077970328e-19,Kruskal-Wallis
Rb,Third,log2rfu,326,92.83585677073552,2,6.9300000000000008e-21,1.6130769230769232e-20,1.343863061095805e-19,Kruskal-Wallis
BST1,Third,log2rfu,326,92.77656699256045,2,7.14e-21,1.660299401197605e-20,1.383204361620233e-19,Kruskal-Wallis
HVEM,Second,log2rfu,372,92.49755776497727,2,8.21e-21,1.907208374875374e-20,1.588905555674701e-19,Kruskal-Wallis
Leptin,Third,log2rfu,326,92.1994441279528,2,9.530000000000001e-21,2.2116434262948213e-20,1.8425320345192483e-19,Kruskal-Wallis
Contactin-4,Second,log2rfu,372,91.95495935976442,2,1.08e-20,2.5013916500994037e-20,2.0839228382797767e-19,Kruskal-Wallis
IL-17 sR,Second,log2rfu,372,91.95657414197967,2,1.08e-20,2.5013916500994037e-20,2.0839228382797767e-19,Kruskal-Wallis
EPO-R,Third,log2rfu,326,91.81697822418982,2,1.15e-20,2.660873882820258e-20,2.2167883441887103e-19,Kruskal-Wallis
TFPI,Second,log2rfu,372,91.72735255635303,2,1.21e-20,2.796924603174603e-20,2.3301329311107814e-19,Kruskal-Wallis
AMPM2,Second,log2rfu,372,91.51321524472587,2,1.34e-20,3.094350842418236e-20,2.577920330832388e-19,Kruskal-Wallis
Factor I,Third,log2rfu,326,91.50760081456951,2,1.35e-20,3.111275964391691e-20,2.5920207409859737e-19,Kruskal-Wallis
WIF-1,Third,log2rfu,326,91.504350134167,2,1.35e-20,3.111275964391691e-20,2.5920207409859737e-19,Kruskal-Wallis
Olfactomedin-4,Third,log2rfu,326,91.4532187464954,2,1.38e-20,3.177272727272727e-20,2.6470029991281003e-19,Kruskal-Wallis
XTP3A,Second,log2rfu,372,91.18152130463181,2,1.59e-20,3.65715695952616e-20,3.046797134238268e-19,Kruskal-Wallis
"Myokinase, human",Third,log2rfu,326,91.12705932500126,2,1.63e-20,3.745463510848126e-20,3.1203657971312846e-19,Kruskal-Wallis
LRRT3,Second,log2rfu,372,91.08340743991221,2,1.67e-20,3.833596059113301e-20,3.193789497141754e-19,Kruskal-Wallis
Carbonic anhydrase XIII,Third,log2rfu,326,90.67410982051774,2,2.04e-20,4.6783464566929134e-20,3.8975555971413763e-19,Kruskal-Wallis
RAN,Second,log2rfu,372,90.61093997811099,2,2.11e-20,4.834119960668633e-20,4.0273313411840843e-19,Kruskal-Wallis
IL-11,Third,log2rfu,326,90.54845775220224,2,2.18e-20,4.9895874263261294e-20,4.15685212305775e-19,Kruskal-Wallis
sCD4,Second,log2rfu,372,90.50597760248229,2,2.22e-20,5.076153091265947e-20,4.2289704441418524e-19,Kruskal-Wallis
annexin II,Third,log2rfu,326,90.33613375006871,2,2.42e-20,5.528039215686274e-20,4.605439205018957e-19,Kruskal-Wallis
RS3,Third,log2rfu,326,90.24371344761744,2,2.53e-20,5.773653281096963e-20,4.810061604031017e-19,Kruskal-Wallis
Somatostatin-28,Second,log2rfu,372,90.20758444753938,2,2.58e-20,5.881996086105675e-20,4.900322577642236e-19,Kruskal-Wallis
PSD7,Second,log2rfu,372,90.1617281335084,2,2.64e-20,6.012903225806453e-20,5.00938201985533e-19,Kruskal-Wallis
ASAHL,Third,log2rfu,326,90.13174318351116,2,2.68e-20,6.098046874999999e-20,5.080315651972422e-19,Kruskal-Wallis
gpIIbIIIa,Second,log2rfu,372,89.8385015936949,2,3.1e-20,7.046829268292683e-20,5.870751367171917e-19,Kruskal-Wallis
TF,Second,log2rfu,372,89.75659327922767,2,3.23e-20,7.335185185185186e-20,6.110982232554998e-19,Kruskal-Wallis
NRX1B,Second,log2rfu,372,89.72339861914611,2,3.29e-20,7.464167478091528e-20,6.218438074550209e-19,Kruskal-Wallis
Sonic Hedgehog,Third,log2rfu,326,89.71349846880662,2,3.3e-20,7.479571984435798e-20,6.2312716516439715e-19,Kruskal-Wallis
PAI-1,Second,log2rfu,372,89.69744524806129,2,3.33e-20,7.540233236151604e-20,6.281808866735492e-19,Kruskal-Wallis
Coagulation Factor IX,Third,log2rfu,326,89.69180106537601,2,3.34e-20,7.555533980582524e-20,6.294555999221127e-19,Kruskal-Wallis
dopa decarboxylase,Third,log2rfu,326,88.97470330376632,2,4.78e-20,1.0802521823472356e-19,8.999639036156194e-19,Kruskal-Wallis
Sonic Hedgehog,Second,log2rfu,372,88.9636476894566,2,4.81e-20,1.0859786821705428e-19,9.047346814203345e-19,Kruskal-Wallis
sICAM-5,Third,log2rfu,326,88.95211462799193,2,4.83e-20,1.0894385285575992e-19,9.076170980553468e-19,Kruskal-Wallis
RGMB,Third,log2rfu,326,88.55860559788198,2,5.88e-20,1.3249903288201162e-19,1.1038565698491652e-18,Kruskal-Wallis
ASAH2,Third,log2rfu,326,88.40038116780761,2,6.37e-20,1.4340193236714973e-19,1.1946892119092173e-18,Kruskal-Wallis
MK13,Third,log2rfu,326,88.36345717748964,2,6.49e-20,1.459623552123552e-19,1.2160202323536363e-18,Kruskal-Wallis
HPT,Third,log2rfu,326,88.33188903340874,2,6.59e-20,1.4806846673095468e-19,1.2335663606994278e-18,Kruskal-Wallis
Periostin,Third,log2rfu,326,88.278255516228,2,6.77e-20,1.5196628131021192e-19,1.2660392636163753e-18,Kruskal-Wallis
MATN2,Third,log2rfu,326,88.18557009181859,2,7.09e-20,1.5899615014436957e-19,1.3246054789990412e-18,Kruskal-Wallis
Dkk-4,Second,log2rfu,372,88.11564646837769,2,7.34e-20,1.6444423076923079e-19,1.3699937317282233e-18,Kruskal-Wallis
C34 gp41 HIV Fragment,Third,log2rfu,326,88.06352653405293,2,7.54e-20,1.6876272814601345e-19,1.4059713656592037e-18,Kruskal-Wallis
I-TAC,Third,log2rfu,326,88.01522046965556,2,7.72e-20,1.726257197696737e-19,1.4381541566600019e-18,Kruskal-Wallis
BMP-14,Second,log2rfu,372,87.93389493055565,2,8.04e-20,1.7960882070949185e-19,1.4963307461993557e-18,Kruskal-Wallis
sCD163,Second,log2rfu,372,87.7801453090658,2,8.69e-20,1.939434865900383e-19,1.61575361868873e-18,Kruskal-Wallis
Caspase-2,Second,log2rfu,372,87.6160704125275,2,9.43e-20,2.1025741626794257e-19,1.7516658443352972e-18,Kruskal-Wallis
LCK,Third,log2rfu,326,87.5457383771543,2,9.77e-20,2.176300191204589e-19,1.813087395260019e-18,Kruskal-Wallis
Kallikrein 6,Third,log2rfu,326,87.48956447681394,2,1e-19,2.225405921680993e-19,1.85399764345171e-18,Kruskal-Wallis
PACAP-27,Second,log2rfu,372,87.26981951891366,2,1.12e-19,2.490076335877863e-19,2.074495989138562e-18,Kruskal-Wallis
cGMP-stimulated PDE,Second,log2rfu,372,87.2095590548704,2,1.16e-19,2.5740952380952383e-19,2.144492588499972e-18,Kruskal-Wallis
BARK1,Third,log2rfu,326,87.20517121197031,2,1.16e-19,2.5740952380952383e-19,2.144492588499972e-18,Kruskal-Wallis
Carbonic Anhydrase IV,Third,log2rfu,326,87.04015027162336,2,1.26e-19,2.7933396764985726e-19,2.3271463094142384e-18,Kruskal-Wallis
FST,Third,log2rfu,326,86.98440818083418,2,1.29e-19,2.8571292775665396e-19,2.3802897691779304e-18,Kruskal-Wallis
Cathepsin G,Second,log2rfu,372,86.83281166076245,2,1.39e-19,3.075688509021842e-19,2.5623726404981736e-18,Kruskal-Wallis
ESAM,Second,log2rfu,372,86.60388307350308,2,1.56e-19,3.4485768500948763e-19,2.8730279231523217e-18,Kruskal-Wallis
EPI,Second,log2rfu,372,86.58400352903573,2,1.58e-19,3.489478672985782e-19,2.9071034518070386e-18,Kruskal-Wallis
VEGF121,Third,log2rfu,326,86.49398624404876,2,1.65e-19,3.640625e-19,3.0330242698342813e-18,Kruskal-Wallis
PKB a/b/g,Third,log2rfu,326,86.40297673175269,2,1.73e-19,3.8135288552507092e-19,3.1770714016655784e-18,Kruskal-Wallis
Coagulation Factor IXab,Second,log2rfu,372,86.3206461885809,2,1.8e-19,3.9640831758034026e-19,3.302499015925418e-18,Kruskal-Wallis
Albumin,Second,log2rfu,372,86.26828953738004,2,1.85e-19,4.070349386213409e-19,3.3910299674067895e-18,Kruskal-Wallis
BFL1,Second,log2rfu,372,86.23166692950622,2,1.88e-19,4.1324528301886794e-19,3.4427686806269886e-18,Kruskal-Wallis
TRY3,Second,log2rfu,372,86.21156420375723,2,1.9e-19,4.1724787935909515e-19,3.476114526030619e-18,Kruskal-Wallis
EPHAA,Second,log2rfu,372,86.13416873241545,2,1.98e-19,4.34406779661017e-19,3.619066247395482e-18,Kruskal-Wallis
IFN-g,Second,log2rfu,372,85.98146608914499,2,2.13e-19,4.668767638758231e-19,3.889575432397077e-18,Kruskal-Wallis
SGTA,Second,log2rfu,372,85.95554048352551,2,2.16e-19,4.730075187969925e-19,3.9406510814087516e-18,Kruskal-Wallis
Cytidylate kinase,Second,log2rfu,372,85.91850357260523,2,2.2e-19,4.813145539906103e-19,4.009857438428797e-18,Kruskal-Wallis
PDE5A,Second,log2rfu,372,85.67411576132281,2,2.49e-19,5.44249530956848e-19,4.534172116705358e-18,Kruskal-Wallis
C9,Second,log2rfu,372,85.47861003882917,2,2.75e-19,6.005154639175257e-19,5.002926630654485e-18,Kruskal-Wallis
MCP-4,Third,log2rfu,326,85.36720817206333,2,2.9e-19,6.326779026217228e-19,5.270873637464819e-18,Kruskal-Wallis
MMP-12,Second,log2rfu,372,85.17058755517473,2,3.2e-19,6.974742750233864e-19,5.810695701235369e-18,Kruskal-Wallis
ABL2,Second,log2rfu,372,85.07795718981879,2,3.35e-19,7.288048552754434e-19,6.0717124505366015e-18,Kruskal-Wallis
UFM1,Third,log2rfu,326,85.07781976818478,2,3.35e-19,7.288048552754434e-19,6.0717124505366015e-18,Kruskal-Wallis
Clusterin,Third,log2rfu,326,84.9751769702691,2,3.53e-19,7.672481343283583e-19,6.391985476128368e-18,Kruskal-Wallis
TGF-b R III,Third,log2rfu,326,84.8019724861424,2,3.85e-19,8.360205032618827e-19,6.964931780868286e-18,Kruskal-Wallis
Thymidine kinase,Second,log2rfu,372,84.60966824594789,2,4.24e-19,9.19851024208566e-19,7.663328359983527e-18,Kruskal-Wallis
BASI,Third,log2rfu,326,84.50070479452734,2,4.48e-19,9.710139534883722e-19,8.08956947578498e-18,Kruskal-Wallis
CTGF,Second,log2rfu,372,84.49529147211001,2,4.49e-19,9.722769516728624e-19,8.100091581594602e-18,Kruskal-Wallis
Gelsolin,Third,log2rfu,326,84.40790135502266,2,4.69e-19,1.0146425255338904e-18,8.453041456206667e-18,Kruskal-Wallis
PDK1,Third,log2rfu,326,83.89520540282888,2,6.06e-19,1.3098144712430427e-18,1.091213481273217e-17,Kruskal-Wallis
Ephrin-A5,Second,log2rfu,372,83.87425018428394,2,6.12e-19,1.3215569972196478e-18,1.1009962428254786e-17,Kruskal-Wallis
Karyopherin-a2,Second,log2rfu,372,83.66571703395925,2,6.8e-19,1.4670370370370372e-18,1.2221964465109996e-17,Kruskal-Wallis
PAK7,Second,log2rfu,372,83.64163801640802,2,6.88e-19,1.482923219241443e-18,1.2354313103547003e-17,Kruskal-Wallis
Tropomyosin 2,Third,log2rfu,326,83.48317948308272,2,7.44e-19,1.6021441774491683e-18,1.3347549319078482e-17,Kruskal-Wallis
SOD,Second,log2rfu,372,83.46042765672655,2,7.53e-19,1.6200277008310247e-18,1.3496537914298586e-17,Kruskal-Wallis
SLAF7,Third,log2rfu,326,83.4311769345154,2,7.64e-19,1.642177121771218e-18,1.3681065931532936e-17,Kruskal-Wallis
FGF-8B,Second,log2rfu,372,83.30373811416075,2,8.14e-19,1.748036866359447e-18,1.456298915772228e-17,Kruskal-Wallis
sICAM-2,Second,log2rfu,372,83.02940531907007,2,9.34e-19,2.0038858195211786e-18,1.6694480548214918e-17,Kruskal-Wallis
DRR1,Third,log2rfu,326,82.97129972049288,2,9.62e-19,2.062060717571297e-18,1.7179138753004328e-17,Kruskal-Wallis
GDF-11,Third,log2rfu,326,82.94499541277423,2,9.74e-19,2.0858639705882353e-18,1.7377444934227002e-17,Kruskal-Wallis
BMPER,Second,log2rfu,372,82.74329807944287,2,1.08e-18,2.3107438016528924e-18,1.925093090274982e-17,Kruskal-Wallis
3HIDH,Third,log2rfu,326,82.61429474249053,2,1.15e-18,2.4582568807339448e-18,2.0479870299064507e-17,Kruskal-Wallis
NCAM-L1,Third,log2rfu,326,82.43249216735921,2,1.26e-18,2.6909257561869847e-18,2.2418247215347065e-17,Kruskal-Wallis
calgranulin B,Second,log2rfu,372,82.39052145814185,2,1.29e-18,2.7524725274725276e-18,2.2930996677428418e-17,Kruskal-Wallis
hnRNP A2/B1,Second,log2rfu,372,82.34501706033097,2,1.32e-18,2.8139066788655078e-18,2.344280789712718e-17,Kruskal-Wallis
PPID,Second,log2rfu,372,82.14114183464017,2,1.46e-18,3.1066666666666667e-18,2.5881807102585868e-17,Kruskal-Wallis
Nucleoside diphosphate kinase A,Second,log2rfu,372,82.13764993647646,2,1.46e-18,3.1066666666666667e-18,2.5881807102585868e-17,Kruskal-Wallis
BCAM,Second,log2rfu,372,82.09072060185122,2,1.49e-18,3.1676094890510944e-18,2.6389525033886597e-17,Kruskal-Wallis
AMHR2,Second,log2rfu,372,82.00787735564973,2,1.56e-18,3.3134001823154057e-18,2.7604115141317658e-17,Kruskal-Wallis
Cadherin-12,Third,log2rfu,326,81.94757740149203,2,1.6e-18,3.395264116575592e-18,2.828612798096817e-17,Kruskal-Wallis
Coagulation Factor XI,Third,log2rfu,326,81.7939652806574,2,1.73e-18,3.66778889899909e-18,3.055654660200652e-17,Kruskal-Wallis
GP1BA,Second,log2rfu,372,81.75750008082127,2,1.76e-18,3.728e-18,3.105816852310304e-17,Kruskal-Wallis
IL-1 sR9,Second,log2rfu,372,81.60596254321558,2,1.9e-18,4.020890099909173e-18,3.349825169953212e-17,Kruskal-Wallis
STK16,Third,log2rfu,326,81.4608095751721,2,2.05e-18,4.334392014519056e-18,3.611005301290905e-17,Kruskal-Wallis
Trypsin,Second,log2rfu,372,81.13355559928027,2,2.41e-18,5.0909338168631e-18,4.241284346139979e-17,Kruskal-Wallis
GRN,Second,log2rfu,372,81.12264242206857,2,2.42e-18,5.107427536231884e-18,4.255025352463166e-17,Kruskal-Wallis
Ficolin-3,Third,log2rfu,326,80.90353765959458,2,2.7e-18,5.693212669683258e-18,4.743046097985193e-17,Kruskal-Wallis
Fibronectin,Third,log2rfu,326,80.73111601358687,2,2.95e-18,6.214737793851718e-18,5.177531484129407e-17,Kruskal-Wallis
IFN-lambda 2,Second,log2rfu,372,80.7216868697692,2,2.96e-18,6.2245487364620945e-18,5.1857050331895884e-17,Kruskal-Wallis
Insulin,Third,log2rfu,326,80.71950416621212,2,2.96e-18,6.2245487364620945e-18,5.1857050331895884e-17,Kruskal-Wallis
HPV E7 Type 16,Third,log2rfu,326,80.62960542037058,2,3.1e-18,6.513074842200181e-18,5.426077683815343e-17,Kruskal-Wallis
Fractalkine/CX3CL-1,Second,log2rfu,372,80.55002637149414,2,3.23e-18,6.78009009009009e-18,5.64852952306435e-17,Kruskal-Wallis
TPSG1,Third,log2rfu,326,80.53012861131424,2,3.26e-18,6.836903690369036e-18,5.695861239047926e-17,Kruskal-Wallis
EG-VEGF,Second,log2rfu,372,80.50772252363572,2,3.3e-18,6.9145683453237415e-18,5.760564080836334e-17,Kruskal-Wallis
17-beta-HSD 1,Second,log2rfu,372,80.30696110987742,2,3.64e-18,7.620125786163522e-18,6.348367779879553e-17,Kruskal-Wallis
SPHK2,Second,log2rfu,372,80.21944992414683,2,3.81e-18,7.968850987432674e-18,6.638892620793458e-17,Kruskal-Wallis
FAM107B,Second,log2rfu,372,80.11304525771766,2,4.01e-18,8.37964125560538e-18,6.981124202782692e-17,Kruskal-Wallis
Notch 1,Second,log2rfu,372,80.07564223103327,2,4.09e-18,8.53915770609319e-18,7.114018215697325e-17,Kruskal-Wallis
PECAM-1,Third,log2rfu,326,79.97153467527892,2,4.31e-18,8.990420769919428e-18,7.489967901442152e-17,Kruskal-Wallis
TrkC,Third,log2rfu,326,79.96259003888326,2,4.33e-18,9.024060822898034e-18,7.517993610523044e-17,Kruskal-Wallis
HPLN1,Second,log2rfu,372,79.91603460688339,2,4.43e-18,9.224218051831993e-18,7.684745674561356e-17,Kruskal-Wallis
Carbonic anhydrase I,Third,log2rfu,326,79.82885679964556,2,4.63e-18,9.623461195361283e-18,8.01735728490004e-17,Kruskal-Wallis
Protein S,Third,log2rfu,326,79.82721837303689,2,4.63e-18,9.623461195361283e-18,8.01735728490004e-17,Kruskal-Wallis
RGMA,Second,log2rfu,372,79.65194764232774,2,5.06e-18,1.0507843137254902e-17,8.754140637639338e-17,Kruskal-Wallis
G-CSF,Third,log2rfu,326,79.62605038671927,2,5.12e-18,1.0622974176313446e-17,8.850056925550289e-17,Kruskal-Wallis
BMP-1,Third,log2rfu,326,79.53931800682722,2,5.35e-18,1.1090302491103203e-17,9.239390658285214e-17,Kruskal-Wallis
PDGF-AA,Second,log2rfu,372,79.513339083898245,2,5.42e-18,1.1225422222222222e-17,9.351959633067694e-17,Kruskal-Wallis
EDAR,Second,log2rfu,372,79.50177878581326,2,5.45e-18,1.127753108348135e-17,9.395371805667828e-17,Kruskal-Wallis
CLF-1/CLC Complex,Second,log2rfu,372,79.3691277499322,2,5.82e-18,1.2032475598935226e-17,1.0024320142217154e-16,Kruskal-Wallis
PRL,Third,log2rfu,326,78.99743922606672,2,7.01e-18,1.4479875886524823e-17,1.2063262485979188e-16,Kruskal-Wallis
PBEF,Second,log2rfu,372,78.95555434574521,2,7.16e-18,1.4776616474756424e-17,1.2310478666154663e-16,Kruskal-Wallis
CD23,Second,log2rfu,372,78.85427008516217,2,7.53e-18,1.5526460176991152e-17,1.2935177487774667e-16,Kruskal-Wallis
"Fas ligand, soluble",Second,log2rfu,372,78.65207513281166,2,8.34e-18,1.7181432360742708e-17,1.431394371588635e-16,Kruskal-Wallis
cGMP-stimulated PDE,Third,log2rfu,326,78.5990376951388,2,8.56e-18,1.7619081272084807e-17,1.4678551377968312e-16,Kruskal-Wallis
PAK3,Third,log2rfu,326,78.51475180308216,2,8.93e-18,1.836443071491615e-17,1.529950600790546e-16,Kruskal-Wallis
Macrophage scavenger receptor,Third,log2rfu,326,78.39050113957887,2,9.5e-18,1.9519400352733688e-17,1.626171742556652e-16,Kruskal-Wallis
LD78-beta,Second,log2rfu,372,78.31538603916124,2,9.86e-18,2.024123348017621e-17,1.6863080486662777e-16,Kruskal-Wallis
Coagulation Factor Xa,Second,log2rfu,372,78.25038449084082,2,1.02e-17,2.0920774647887324e-17,1.7429209888625167e-16,Kruskal-Wallis
ERBB4,Third,log2rfu,326,78.1154235114841,2,1.09e-17,2.2336851363236585e-17,1.8608951017030738e-16,Kruskal-Wallis
MK11,Second,log2rfu,372,77.97985032230645,2,1.17e-17,2.395518453427065e-17,1.9957193086572143e-16,Kruskal-Wallis
KIF23,Third,log2rfu,326,77.92308692293591,2,1.2e-17,2.4547848990342402e-17,2.0450945032771978e-16,Kruskal-Wallis
DKK1,Second,log2rfu,372,77.91108478246633,2,1.21e-17,2.4709027169149867e-17,2.0585223440487885e-16,Kruskal-Wallis
SEPR,Second,log2rfu,372,77.89885785338015,2,1.21e-17,2.4709027169149867e-17,2.0585223440487885e-16,Kruskal-Wallis
Cathepsin B,Second,log2rfu,372,77.84984527465326,2,1.24e-17,2.5299474605954464e-17,2.107712837601126e-16,Kruskal-Wallis
BGN,Second,log2rfu,372,77.80942931433992,2,1.27e-17,2.588888888888889e-17,2.1568172585488225e-16,Kruskal-Wallis
C1QBP,Second,log2rfu,372,77.57823768438197,2,1.43e-17,2.9125e-17,2.426419415867425e-16,Kruskal-Wallis
IL-16,Second,log2rfu,372,77.5547890445489,2,1.44e-17,2.9303056768558956e-17,2.4412534210299336e-16,Kruskal-Wallis
B7-H2,Second,log2rfu,372,77.31499941041125,2,1.63e-17,3.3140488656195464e-17,2.760951935681608e-16,Kruskal-Wallis
Kallikrein 4,Second,log2rfu,372,77.25329241621807,2,1.68e-17,3.412728857890149e-17,2.843162768025998e-16,Kruskal-Wallis
Angiogenin,Third,log2rfu,326,76.97818642502398,2,1.92e-17,3.896864111498258e-17,3.246498451892304e-16,Kruskal-Wallis
ARGI1,Second,log2rfu,372,76.87736094206139,2,2.02e-17,4.0962576153176675e-17,3.41261425242973e-16,Kruskal-Wallis
PAK6,Second,log2rfu,372,76.84356222925953,2,2.06e-17,4.173739130434782e-17,3.477164519434363e-16,Kruskal-Wallis
SHC1,Second,log2rfu,372,76.82267895250448,2,2.08e-17,4.210599478714162e-17,3.5078730738517776e-16,Kruskal-Wallis
"CD40 ligand, soluble",Second,log2rfu,372,76.70029246411809,2,2.21e-17,4.469878472222223e-17,3.723879797963202e-16,Kruskal-Wallis
BMP RII,Second,log2rfu,372,76.61403071065615,2,2.31e-17,4.6680832610581085e-17,3.8890052736539476e-16,Kruskal-Wallis
CTAP-III,Second,log2rfu,372,76.49161003396057,2,2.46e-17,4.96689774696707e-17,4.1379492291395956e-16,Kruskal-Wallis
FGF-10,Second,log2rfu,372,76.4115825186625,2,2.56e-17,5.164329004329004e-17,4.3024302715986903e-16,Kruskal-Wallis
CD22,Second,log2rfu,372,76.2428514296978,2,2.78e-17,5.603287197231835e-17,4.668128703191311e-16,Kruskal-Wallis
Carbonic anhydrase VII,Second,log2rfu,372,76.14164105688837,2,2.92e-17,5.88038029386344e-17,4.898976452434145e-16,Kruskal-Wallis
HPT,Second,log2rfu,372,75.74794298061033,2,3.56e-17,7.163039723661486e-17,5.96756692261695e-16,Kruskal-Wallis
FCG2A/B,Second,log2rfu,372,75.74416848188343,2,3.57e-17,7.176962899050906e-17,5.979166394924389e-16,Kruskal-Wallis
PDGF Rb,Second,log2rfu,372,75.64615001622155,2,3.75e-17,7.532327586206897e-17,6.275222627243342e-16,Kruskal-Wallis
ACTH,Second,log2rfu,372,75.5192713709157,2,3.99e-17,8.00749354005168e-17,6.671085939232404e-16,Kruskal-Wallis
bFGF,Second,log2rfu,372,75.50938337801608,2,4.01e-17,8.040705679862306e-17,6.6987551515513775e-16,Kruskal-Wallis
NRX1B,Third,log2rfu,326,75.48041460588342,2,4.07e-17,8.153998280309544e-17,6.793139826366585e-16,Kruskal-Wallis
UNC5H4,Third,log2rfu,326,75.00410700910516,2,5.16e-17,1.0328865979381444e-16,8.605033804725715e-16,Kruskal-Wallis
HDAC8,Second,log2rfu,372,74.9002524309758,2,5.44e-17,1.0870668953687823e-16,9.05641277689111e-16,Kruskal-Wallis
LRIG3,Second,log2rfu,372,74.89963496276278,2,5.44e-17,1.0870668953687823e-16,9.05641277689111e-16,Kruskal-Wallis
"CXCL16, soluble",Third,log2rfu,326,74.43187867042661,2,6.88e-17,1.3736418166238218e-16,1.1443883860269331e-15,Kruskal-Wallis
HCK,Second,log2rfu,372,74.40338766302375,2,6.97e-17,1.3904195205479452e-16,1.158365981410682e-15,Kruskal-Wallis
BCAM,Third,log2rfu,326,74.33869004082476,2,7.2e-17,1.4350727117194183e-16,1.1955667951579444e-15,Kruskal-Wallis
Granzyme H,Third,log2rfu,326,74.32860276691645,2,7.24e-17,1.4418119658119658e-16,1.2011813039918059e-15,Kruskal-Wallis
P-Cadherin,Second,log2rfu,372,74.2448368906771,2,7.55e-17,1.502263023057216e-16,1.2515434049393039e-15,Kruskal-Wallis
OLR1,Third,log2rfu,326,74.14215834385595,2,7.95e-17,1.580503412969283e-16,1.3167258946174766e-15,Kruskal-Wallis
C3adesArg,Second,log2rfu,372,74.1310327254323,2,7.99e-17,1.5871014492753622e-16,1.3222227541538435e-15,Kruskal-Wallis
RBM39,Third,log2rfu,326,74.05275150448301,2,8.31e-17,1.6492589437819422e-16,1.3740064971624058e-15,Kruskal-Wallis
PPIB,Third,log2rfu,326,74.04417089926505,2,8.35e-17,1.655787234042553e-16,1.3794452508931405e-15,Kruskal-Wallis
MASP3,Second,log2rfu,372,73.74519143711768,2,9.69e-17,1.9198724489795918e-16,1.5994560639289352e-15,Kruskal-Wallis
ILT-2,Second,log2rfu,372,73.68743297382002,2,9.98e-17,1.9756499575191163e-16,1.6459246063114293e-15,Kruskal-Wallis
ADAMTS-4,Second,log2rfu,372,73.6438569744214,2,1.02e-16,2.0174872665534805e-16,1.680779493504091e-15,Kruskal-Wallis
IgD,Second,log2rfu,372,73.54491371043991,2,1.07e-16,2.1145886344359626e-16,1.7616751653795726e-15,Kruskal-Wallis
Activated Protein C,Third,log2rfu,326,73.51603051409461,2,1.09e-16,2.1522881355932203e-16,1.7930828225732164e-15,Kruskal-Wallis
CBX5,Third,log2rfu,326,73.1813504446377,2,1.28e-16,2.525317527519052e-16,2.1038556154515186e-15,Kruskal-Wallis
GITR,Third,log2rfu,326,73.0712603914385,2,1.36e-16,2.678613693998309e-16,2.2315674763007257e-15,Kruskal-Wallis
Sphingosine kinase 1,Third,log2rfu,326,73.06903092568109,2,1.36e-16,2.678613693998309e-16,2.2315674763007257e-15,Kruskal-Wallis
ASGR1,Third,log2rfu,326,72.68758968623479,2,1.64e-16,3.227364864864865e-16,2.6887350283936336e-15,Kruskal-Wallis
Cathepsin A,Second,log2rfu,372,72.61285403110878,2,1.71e-16,3.362278481012658e-16,2.8011322876849266e-15,Kruskal-Wallis
Cripto,Second,log2rfu,372,72.5189936114175,2,1.79e-16,3.516610455311973e-16,2.929707085600466e-15,Kruskal-Wallis
IL-22,Second,log2rfu,372,72.48934741063886,2,1.82e-16,3.572535804549284e-16,2.976298794863497e-15,Kruskal-Wallis
Cathepsin H,Third,log2rfu,326,72.45764277626813,2,1.85e-16,3.6283670033670033e-16,3.0228120669055467e-15,Kruskal-Wallis
IL-15 Ra,Second,log2rfu,372,72.41907057887397,2,1.88e-16,3.684104289318755e-16,3.0692470996338163e-15,Kruskal-Wallis
Mn SOD,Second,log2rfu,372,72.35764014986785,2,1.94e-16,3.795298068849706e-16,3.1618832354544456e-15,Kruskal-Wallis
SRCN1,Second,log2rfu,372,72.3546051716171,2,1.94e-16,3.795298068849706e-16,3.1618832354544456e-15,Kruskal-Wallis
JAG1,Third,log2rfu,326,72.22303608566426,2,2.07e-16,4.046224832214765e-16,3.370931671708437e-15,Kruskal-Wallis
kallikrein 5,Second,log2rfu,372,72.20924288138781,2,2.09e-16,4.081894383906119e-16,3.4006481670832654e-15,Kruskal-Wallis
FCAR,Second,log2rfu,372,72.15675917731392,2,2.14e-16,4.1760469011725295e-16,3.4790871356491055e-15,Kruskal-Wallis
TPSG1,Second,log2rfu,372,72.11350773892946,2,2.19e-16,4.2664715719063544e-16,3.554420415217165e-15,Kruskal-Wallis
MAPK5,Third,log2rfu,326,72.11574905158454,2,2.19e-16,4.2664715719063544e-16,3.554420415217165e-15,Kruskal-Wallis
b-ECGF,Second,log2rfu,372,72.08846023951628,2,2.22e-16,4.321303258145364e-16,3.6001009879536736e-15,Kruskal-Wallis
discoidin domain receptor 1,Third,log2rfu,326,71.8403062470768,2,2.51e-16,4.881719532554257e-16,4.0669868005524125e-15,Kruskal-Wallis
Kallistatin,Third,log2rfu,326,71.70381744615042,2,2.69e-16,5.22743953294412e-16,4.35500799244929e-15,Kruskal-Wallis
PESC,Second,log2rfu,372,71.69113437338365,2,2.71e-16,5.261916666666667e-16,4.383731078000483e-15,Kruskal-Wallis
ILT-2,Third,log2rfu,326,71.40413340538066,2,3.12e-16,6.052955870108243e-16,5.042750093259861e-15,Kruskal-Wallis
ERBB3,Second,log2rfu,372,71.38832877954178,2,3.15e-16,6.106073211314476e-16,5.087002435928379e-15,Kruskal-Wallis
