protein_name,trimester,.y.,n,statistic,df,p,p_adj_bh,p_adj_by,method
KLRF1,Third,log2rfu,326,122.71058821656288,2,2.2600000000000003e-27,7.743823529411765e-27,6.451421035129861e-26,Kruskal-Wallis
RPS6KA3,Second,log2rfu,372,122.5262610613081,2,2.4800000000000003e-27,8.485168869309839e-27,7.069039825375878e-26,Kruskal-Wallis
Arylsulfatase A,Third,log2rfu,326,122.2216558677037,2,2.8800000000000002e-27,9.839296187683285e-27,8.197170577945087e-26,Kruskal-Wallis
Semaphorin 3A,Second,log2rfu,372,122.02998329750676,2,3.1700000000000002e-27,1.0814202049780382e-26,9.00936989551946e-26,Kruskal-Wallis
Histone H1.2,Second,log2rfu,372,121.93759084175622,2,3.3200000000000005e-27,1.13093567251462e-26,9.421885918923805e-26,Kruskal-Wallis
MBD4,Second,log2rfu,372,121.82412808552453,2,3.520000000000001e-27,1.1973138686131389e-26,9.9748862409966e-26,Kruskal-Wallis
CSK,Second,log2rfu,372,121.7644987103165,2,3.6200000000000004e-27,1.2295335276967931e-26,1.0243309953865984e-25,Kruskal-Wallis
Moesin,Third,log2rfu,326,121.67302417940755,2,3.7900000000000005e-27,1.2854002911208153e-26,1.0708738964934548e-25,Kruskal-Wallis
Angiopoietin-1,Second,log2rfu,372,121.56955881801377,2,3.9900000000000006e-27,1.351264534883721e-26,1.1257457522454685e-25,Kruskal-Wallis
SSRP1,Second,log2rfu,372,121.52020513568937,2,4.09e-27,1.3831204644412193e-26,1.1522850985077238e-25,Kruskal-Wallis
HMG-1,Second,log2rfu,372,121.49195956155745,2,4.1500000000000004e-27,1.401376811594203e-26,1.1674945595188192e-25,Kruskal-Wallis
TS,Third,log2rfu,326,121.46201358053486,2,4.22e-27,1.4229522431259046e-26,1.1854691675786438e-25,Kruskal-Wallis
PSA1,Second,log2rfu,372,121.27667517745863,2,4.6200000000000004e-27,1.555578034682081e-26,1.2959604278968216e-25,Kruskal-Wallis
Stanniocalcin-1,Third,log2rfu,326,121.21092907767638,2,4.78e-27,1.6071284271284274e-26,1.3389073371251133e-25,Kruskal-Wallis
FCG3B,Second,log2rfu,372,121.08450466127056,2,5.0900000000000004e-27,1.708890489913545e-26,1.4236858589931061e-25,Kruskal-Wallis
Thrombopoietin Receptor,Second,log2rfu,372,120.96482960665276,2,5.410000000000001e-27,1.8137122302158277e-26,1.5110134146581609e-25,Kruskal-Wallis
ALK-1,Second,log2rfu,372,120.91414577118235,2,5.5400000000000005e-27,1.8546264367816094e-26,1.5450992602190273e-25,Kruskal-Wallis
DC-SIGN,Third,log2rfu,326,120.66995596849824,2,6.2600000000000005e-27,2.0926542324246773e-26,1.7434014970823625e-25,Kruskal-Wallis
TCPTP,Third,log2rfu,326,120.60268464090109,2,6.480000000000001e-27,2.163094555873926e-26,1.8020857094350625e-25,Kruskal-Wallis
RANK,Second,log2rfu,372,120.5849052662013,2,6.54e-27,2.18e-26,1.8161697258681501e-25,Kruskal-Wallis
IL-17 sR,Third,log2rfu,326,120.4897407033784,2,6.85e-27,2.280071428571429e-26,1.8995397712790704e-25,Kruskal-Wallis
HSP 90a/b,Third,log2rfu,326,120.4816750489972,2,6.88e-27,2.28679029957204e-26,1.9051372988494022e-25,Kruskal-Wallis
IgM,Second,log2rfu,372,120.45189097269827,2,6.99e-27,2.3200427350427352e-26,1.9328400816995218e-25,Kruskal-Wallis
C1s,Third,log2rfu,326,120.44896636234603,2,7e-27,2.3200568990042674e-26,1.9328518817720602e-25,Kruskal-Wallis
MFRP,Third,log2rfu,326,120.42521720014838,2,7.080000000000001e-27,2.3432386363636365e-26,1.9521647118569743e-25,Kruskal-Wallis
PDGF Rb,Third,log2rfu,326,120.37576453181305,2,7.260000000000001e-27,2.3994042553191493e-26,1.9989565911146111e-25,Kruskal-Wallis
C4b,Third,log2rfu,326,120.15099652923891,2,8.12e-27,2.6798300283286125e-26,2.2325808109737674e-25,Kruskal-Wallis
ERP29,Third,log2rfu,326,120.13277025002867,2,8.190000000000001e-27,2.699108910891089e-26,2.248642151734565e-25,Kruskal-Wallis
TBP,Second,log2rfu,372,120.02910364143054,2,8.630000000000001e-27,2.8400988700564975e-26,2.366101645077501e-25,Kruskal-Wallis
Angiopoietin-2,Second,log2rfu,372,119.88876827709282,2,9.260000000000001e-27,3.043131170662906e-26,2.5352489467906757e-25,Kruskal-Wallis
annexin VI,Second,log2rfu,372,119.87742043883623,2,9.310000000000001e-27,3.055253521126761e-26,2.5453481421662796e-25,Kruskal-Wallis
RAD51,Third,log2rfu,326,119.8686908047805,2,9.350000000000001e-27,3.0640646976090017e-26,2.5526887806875307e-25,Kruskal-Wallis
MICB,Second,log2rfu,372,119.75713609840705,2,9.89e-27,3.2364747191011235e-26,2.6963244969582963e-25,Kruskal-Wallis
Semaphorin 3E,Third,log2rfu,326,119.71046622107701,2,1.01e-26,3.300561009817672e-26,2.749715130464067e-25,Kruskal-Wallis
sICAM-3,Second,log2rfu,372,119.62295951179749,2,1.06e-26,3.4591036414565826e-26,2.8817978496576703e-25,Kruskal-Wallis
MK08,Second,log2rfu,372,119.58768332614659,2,1.0800000000000001e-26,3.51944055944056e-26,2.9320648605726658e-25,Kruskal-Wallis
ROBO3,Third,log2rfu,326,119.36806947276295,2,1.2e-26,3.905027932960894e-26,3.2532997754647046e-25,Kruskal-Wallis
IL-1 R AcP,Third,log2rfu,326,119.28074765984456,2,1.25e-26,4.062064156206416e-26,3.384127497723048e-25,Kruskal-Wallis
NSF1C,Second,log2rfu,372,119.25075682887768,2,1.27e-26,4.121309192200557e-26,3.433484855879254e-25,Kruskal-Wallis
C3d,Third,log2rfu,326,119.24369647858316,2,1.2800000000000001e-26,4.1479833101529905e-26,3.4557072070212017e-25,Kruskal-Wallis
Ferritin,Second,log2rfu,372,119.07257880810948,2,1.39e-26,4.491955617198336e-26,3.7422723861922015e-25,Kruskal-Wallis
B7-H1,Third,log2rfu,326,119.08275182151783,2,1.39e-26,4.491955617198336e-26,3.7422723861922015e-25,Kruskal-Wallis
Esterase D,Third,log2rfu,326,119.04545712413847,2,1.41e-26,4.5502770083102495e-26,3.7908602508288864e-25,Kruskal-Wallis
hnRNP A/B,Third,log2rfu,326,118.86944890861196,2,1.54e-26,4.962932226832642e-26,4.13464553298571e-25,Kruskal-Wallis
Elastase,Second,log2rfu,372,118.71289338595534,2,1.6700000000000002e-26,5.374447513812156e-26,4.477481132042653e-25,Kruskal-Wallis
MED-1,Third,log2rfu,326,118.65730405199588,2,1.71e-26,5.495586206896552e-26,4.578402428836742e-25,Kruskal-Wallis
DKK1,Third,log2rfu,326,118.56289130558366,2,1.8e-26,5.776859504132232e-26,4.812732725687455e-25,Kruskal-Wallis
Fibrinogen g-chain dimer,Second,log2rfu,372,118.53803074227335,2,1.82e-26,5.833012379642367e-26,4.859513988312202e-25,Kruskal-Wallis
CAPG,Third,log2rfu,326,118.49918179925112,2,1.8500000000000002e-26,5.921016483516485e-26,4.932830680609602e-25,Kruskal-Wallis
BMP-14,Third,log2rfu,326,118.32683527788208,2,2.02e-26,6.447397260273972e-26,5.371361337043506e-25,Kruskal-Wallis
IL-22,Third,log2rfu,326,118.32596244103252,2,2.02e-26,6.447397260273972e-26,5.371361337043506e-25,Kruskal-Wallis
FSTL3,Third,log2rfu,326,118.27834089211865,2,2.0700000000000002e-26,6.59794801641587e-26,5.496785981773539e-25,Kruskal-Wallis
Hemoglobin,Second,log2rfu,372,118.26220091862069,2,2.09e-26,6.652595628415302e-26,5.54231320127095e-25,Kruskal-Wallis
STRATIFIN,Second,log2rfu,372,118.18404204968738,2,2.1700000000000002e-26,6.897817189631651e-26,5.746608602927491e-25,Kruskal-Wallis
DPP2,Third,log2rfu,326,118.12765532218054,2,2.23e-26,7.078882833787466e-26,5.897455364996576e-25,Kruskal-Wallis
Lymphotoxin a1/b2,Third,log2rfu,326,118.02763956821286,2,2.3500000000000002e-26,7.449659863945579e-26,6.206351703171103e-25,Kruskal-Wallis
kallikrein 13,Second,log2rfu,372,117.98735302878958,2,2.4e-26,7.597826086956522e-26,6.329789780523718e-25,Kruskal-Wallis
Angiotensinogen,Third,log2rfu,326,117.92169396772465,2,2.4800000000000002e-26,7.840434192672999e-26,6.53190789834596e-25,Kruskal-Wallis
TARC,Third,log2rfu,326,117.66133150915039,2,2.82e-26,8.903252032520326e-26,7.41734715744839e-25,Kruskal-Wallis
MMP-14,Third,log2rfu,326,117.5599392941524,2,2.97e-26,9.364140730717186e-26,7.801316010962115e-25,Kruskal-Wallis
C1r,Second,log2rfu,372,117.41299634199686,2,3.19e-26,1.004418918918919e-25,8.36786803958604e-25,Kruskal-Wallis
KPCI,Second,log2rfu,372,117.39824487979035,2,3.22e-26,1.0124966261808368e-25,8.435163853271914e-25,Kruskal-Wallis
MFRP,Second,log2rfu,372,117.31022162156546,2,3.36e-26,1.0550943396226415e-25,8.790047695217843e-25,Kruskal-Wallis
SIG14,Third,log2rfu,326,117.10958838429815,2,3.7200000000000004e-26,1.1665679676985197e-25,9.71874048670452e-25,Kruskal-Wallis
Endothelin-converting enzyme 1,Second,log2rfu,372,117.09765256870264,2,3.7400000000000003e-26,1.1712634408602152e-25,9.757858726176528e-25,Kruskal-Wallis
HDGR2,Third,log2rfu,326,117.03567060017735,2,3.86e-26,1.2072214765100672e-25,1.0057427055300148e-24,Kruskal-Wallis
TSP2,Third,log2rfu,326,116.77935051474833,2,4.38e-26,1.3680160857908849e-25,1.1397015594101152e-24,Kruskal-Wallis
IL-3 Ra,Third,log2rfu,326,116.55084661515252,2,4.9100000000000004e-26,1.5314993306559573e-25,1.2759003300571952e-24,Kruskal-Wallis
prostatic binding protein,Third,log2rfu,326,116.38153217391755,2,5.35e-26,1.6665106951871657e-25,1.388379024052484e-24,Kruskal-Wallis
Lymphotoxin a1/b2,Second,log2rfu,372,116.15526791518005,2,5.99e-26,1.863377837116155e-25,1.5523900989101072e-24,Kruskal-Wallis
GFAP,Third,log2rfu,326,115.94342516956112,2,6.660000000000001e-26,2.066284953395473e-25,1.7214331088870365e-24,Kruskal-Wallis
MP2K2,Third,log2rfu,326,115.94342516956112,2,6.660000000000001e-26,2.066284953395473e-25,1.7214331088870365e-24,Kruskal-Wallis
Neurotrophin-5,Second,log2rfu,372,115.84683404588168,2,6.99e-26,2.165784574468085e-25,1.804326778395032e-24,Kruskal-Wallis
Kallikrein 7,Third,log2rfu,326,115.80783282246989,2,7.12e-26,2.2031341301460826e-25,1.835442894127604e-24,Kruskal-Wallis
HSP 90a/b,Second,log2rfu,372,115.64539851160339,2,7.73e-26,2.388713527851459e-25,1.9900500885575807e-24,Kruskal-Wallis
ARSB,Third,log2rfu,326,115.58603497352897,2,7.96e-26,2.4565298013245037e-25,2.046548190760764e-24,Kruskal-Wallis
cIAP-2,Third,log2rfu,326,115.2608672559229,2,9.36e-26,2.8847619047619047e-25,2.403310659525831e-24,Kruskal-Wallis
SREC-I,Second,log2rfu,372,115.25753006624723,2,9.38e-26,2.887107001321004e-25,2.4052643720831122e-24,Kruskal-Wallis
IL-1b,Second,log2rfu,372,115.12227088631721,2,1e-25,3.073878627968338e-25,2.560864818857441e-24,Kruskal-Wallis
EphB6,Third,log2rfu,326,115.1132919214408,2,1.01e-25,3.1005270092226614e-25,2.5830657286177597e-24,Kruskal-Wallis
CATC,Third,log2rfu,326,115.09905104690574,2,1.02e-25,3.127105263157895e-25,2.605208214931341e-24,Kruskal-Wallis
HPG-,Second,log2rfu,372,114.68071388617341,2,1.25e-25,3.827201051248357e-25,3.1884617816917544e-24,Kruskal-Wallis
PDGF-CC,Third,log2rfu,326,114.54044239040763,2,1.3399999999999999e-25,4.0973753280839895e-25,3.413545424947349e-24,Kruskal-Wallis
CK-MB,Third,log2rfu,326,114.51004844764043,2,1.36e-25,4.15307994757536e-25,3.4599532430717685e-24,Kruskal-Wallis
FGF-16,Third,log2rfu,326,114.19442866797544,2,1.6e-25,4.879581151832461e-25,4.0652053040710794e-24,Kruskal-Wallis
ART,Second,log2rfu,372,114.07028979597135,2,1.7e-25,5.1777777777777775e-25,4.3136345170976456e-24,Kruskal-Wallis
HDAC8,Third,log2rfu,326,113.96372648933288,2,1.79e-25,5.444778067885118e-25,4.536073894937537e-24,Kruskal-Wallis
DPP2,Second,log2rfu,372,113.90936086660986,2,1.84e-25,5.589569752281617e-25,4.6567006260193616e-24,Kruskal-Wallis
Integrin aVb5,Third,log2rfu,326,113.75815236405174,2,1.98e-25,6.007031249999999e-25,5.0044900452265645e-24,Kruskal-Wallis
b-NGF,Third,log2rfu,326,113.72138443298468,2,2.02e-25,6.120416124837451e-25,5.0989515943325876e-24,Kruskal-Wallis
ULBP-3,Third,log2rfu,326,113.64029459919652,2,2.11e-25,6.384805194805194e-25,5.31921555062885e-24,Kruskal-Wallis
SLAF6,Third,log2rfu,326,113.59030730153108,2,2.16e-25,6.527626459143968e-25,5.438200714162012e-24,Kruskal-Wallis
DRR1,Second,log2rfu,372,113.50662815130295,2,2.25e-25,6.79080310880829e-25,5.65745459658208e-24,Kruskal-Wallis
PBEF,Third,log2rfu,326,113.36655872591768,2,2.41e-25,7.264294954721863e-25,6.051923200248896e-24,Kruskal-Wallis
Granzyme B,Third,log2rfu,326,113.29797839443881,2,2.5e-25,7.525839793281653e-25,6.26981761206053e-24,Kruskal-Wallis
SPINT2,Third,log2rfu,326,113.230122438217,2,2.58e-25,7.756645161290322e-25,6.4621028056133754e-24,Kruskal-Wallis
LRRT1,Second,log2rfu,372,113.18468796713205,2,2.64e-25,7.92680412371134e-25,6.603863152463921e-24,Kruskal-Wallis
6-Phosphogluconate dehydrogenase,Second,log2rfu,372,113.03943863507584,2,2.8399999999999998e-25,8.516344916344915e-25,7.095012757851724e-24,Kruskal-Wallis
FLRT1,Second,log2rfu,372,112.9980909795213,2,2.9e-25,8.68508997429306e-25,7.235595173280754e-24,Kruskal-Wallis
STK16,Second,log2rfu,372,112.94095070467029,2,2.99e-25,8.943132220795892e-25,7.450571556809861e-24,Kruskal-Wallis
PPase,Second,log2rfu,372,112.82366561798813,2,3.1699999999999997e-25,9.469358974358974e-25,7.888973895692038e-24,Kruskal-Wallis
DHH,Third,log2rfu,326,112.79819942484073,2,3.21e-25,9.576568501920616e-25,7.978290729766387e-24,Kruskal-Wallis
MAPK2,Second,log2rfu,372,112.61531034259815,2,3.51e-25,1.0458184143222508e-24,8.712769462603237e-24,Kruskal-Wallis
Peroxiredoxin-5,Second,log2rfu,372,112.59261362220127,2,3.55e-25,1.0563856960408686e-24,8.80080605499807e-24,Kruskal-Wallis
Stress-induced-phosphoprotein 1,Second,log2rfu,372,112.50441510102905,2,3.72e-25,1.105561224489796e-24,9.21049002757839e-24,Kruskal-Wallis
UFC1,Second,log2rfu,372,112.31931959557733,2,4.08e-25,1.2110063694267514e-24,1.0088959201772326e-23,Kruskal-Wallis
BGH3,Third,log2rfu,326,112.16401338472747,2,4.4e-25,1.3043256997455473e-24,1.0866407562154375e-23,Kruskal-Wallis
Aflatoxin B1 aldehyde reductase,Second,log2rfu,372,111.99180270559509,2,4.8e-25,1.4210927573062263e-24,1.1839200199403957e-23,Kruskal-Wallis
FCG3B,Third,log2rfu,326,111.97256185352694,2,4.85e-25,1.4340736040609136e-24,1.1947344331936055e-23,Kruskal-Wallis
MATN3,Third,log2rfu,326,111.88694399701899,2,5.06e-25,1.4942712294043093e-24,1.244885398660499e-23,Kruskal-Wallis
iC3b,Third,log2rfu,326,111.8349314625591,2,5.19e-25,1.5307215189873419e-24,1.275252330972348e-23,Kruskal-Wallis
MIP-1a,Third,log2rfu,326,111.81742165368905,2,5.24e-25,1.5435145385587865e-24,1.285910264388906e-23,Kruskal-Wallis
IL-1F7,Third,log2rfu,326,111.79802615912809,2,5.29e-25,1.5562752525252525e-24,1.2965412838321899e-23,Kruskal-Wallis
AIP,Second,log2rfu,372,111.77606777884239,2,5.35e-25,1.5719419924337955e-24,1.3095933291188625e-23,Kruskal-Wallis
hnRNP K,Third,log2rfu,326,111.64313085807021,2,5.71e-25,1.675604534005038e-24,1.3959551500859445e-23,Kruskal-Wallis
CD27,Second,log2rfu,372,111.55179016003581,2,5.98e-25,1.75262893081761e-24,1.460124589372297e-23,Kruskal-Wallis
Adiponectin,Second,log2rfu,372,111.42770448077817,2,6.36e-25,1.8616582914572865e-24,1.5509575361725452e-23,Kruskal-Wallis
CATE,Second,log2rfu,372,111.30299419023004,2,6.77e-25,1.9791844416562106e-24,1.6488692040574625e-23,Kruskal-Wallis
Activin A,Second,log2rfu,372,111.01720802441014,2,7.81e-25,2.2803634085213032e-24,1.8997830213458238e-23,Kruskal-Wallis
Nogo Receptor,Third,log2rfu,326,110.95513764400812,2,8.06e-25,2.350413016270338e-24,1.9581417263470787e-23,Kruskal-Wallis
EDA,Third,log2rfu,326,110.91050124851563,2,8.24e-25,2.3999e-24,1.9993695986747583e-23,Kruskal-Wallis
Sorting nexin 4,Second,log2rfu,372,110.85312820931358,2,8.48e-25,2.466716604244694e-24,2.0550348710667433e-23,Kruskal-Wallis
UB2L3,Third,log2rfu,326,110.63693397621068,2,9.449999999999999e-25,2.745448877805486e-24,2.2872482274261512e-23,Kruskal-Wallis
KI2L4,Third,log2rfu,326,110.50570627425509,2,1.0099999999999999e-24,2.930635118306351e-24,2.4415278804743207e-23,Kruskal-Wallis
Tropomyosin 1 alpha chain,Second,log2rfu,372,110.26783464141454,2,1.1399999999999999e-24,3.3037313432835816e-24,2.7523563523272286e-23,Kruskal-Wallis
SPINT2,Second,log2rfu,372,110.01407047211546,2,1.29e-24,3.7337888198757764e-24,3.1106395492859415e-23,Kruskal-Wallis
GIIE,Third,log2rfu,326,109.92756695750518,2,1.3499999999999999e-24,3.902605459057071e-24,3.251281599425334e-23,Kruskal-Wallis
IgM,Third,log2rfu,326,109.8499337509345,2,1.3999999999999999e-24,4.042131350681536e-24,3.367521370224927e-23,Kruskal-Wallis
Apo E,Third,log2rfu,326,109.7939775011555,2,1.44e-24,4.152475247524752e-24,3.4594494642070225e-23,Kruskal-Wallis
COLEC12,Third,log2rfu,326,109.589916692516,2,1.5999999999999999e-24,4.6081582200247216e-24,3.839081399641909e-23,Kruskal-Wallis
TNF-b,Second,log2rfu,372,109.30111753468395,2,1.84e-24,5.292839506172839e-24,4.409493061922037e-23,Kruskal-Wallis
Bcl-2,Third,log2rfu,326,109.13443986334823,2,2e-24,5.7459926017262636e-24,4.787017343264958e-23,Kruskal-Wallis
RPS6KA3,Third,log2rfu,326,109.1123972133912,2,2.0299999999999998e-24,5.824999999999999e-24,4.85283883173485e-23,Kruskal-Wallis
AREG,Third,log2rfu,326,108.84713370663349,2,2.31e-24,6.620295202952029e-24,5.515403543078724e-23,Kruskal-Wallis
SARP-2,Third,log2rfu,326,108.83946391259019,2,2.32e-24,6.640786240786242e-24,5.53247473691639e-23,Kruskal-Wallis
CAMK1D,Third,log2rfu,326,108.81794529155354,2,2.35e-24,6.718404907975459e-24,5.597139266050012e-23,Kruskal-Wallis
TXD12,Third,log2rfu,326,108.78204049076953,2,2.39e-24,6.82438725490196e-24,5.685433729336418e-23,Kruskal-Wallis
TLR2,Second,log2rfu,372,108.60639638374096,2,2.61e-24,7.44345165238678e-24,6.201179608728499e-23,Kruskal-Wallis
TBP,Third,log2rfu,326,108.49216245692628,2,2.76e-24,7.86161369193154e-24,6.549552653099359e-23,Kruskal-Wallis
C9,Third,log2rfu,326,108.36454917325887,2,2.9399999999999998e-24,8.364102564102564e-24,6.96817883531158e-23,Kruskal-Wallis
IL-23,Third,log2rfu,326,108.25366309776928,2,3.11e-24,8.836951219512195e-24,7.362111593509945e-23,Kruskal-Wallis
SE6L2,Third,log2rfu,326,108.19378223854665,2,3.2099999999999997e-24,9.109987819732033e-24,7.589579853772896e-23,Kruskal-Wallis
MMP-13,Third,log2rfu,326,108.02093379688358,2,3.5e-24,9.920924574209245e-24,8.265175625825779e-23,Kruskal-Wallis
IL-2,Third,log2rfu,326,107.96335053094936,2,3.6e-24,1.0191980558930741e-23,8.490993824663652e-23,Kruskal-Wallis
Epo,Third,log2rfu,326,107.9366607538077,2,3.6499999999999996e-24,1.0320995145631067e-23,8.598476570792333e-23,Kruskal-Wallis
HCC-1,Third,log2rfu,326,107.88148622484528,2,3.75e-24,1.059090909090909e-23,8.823343330427001e-23,Kruskal-Wallis
VEGF sR3,Second,log2rfu,372,107.75873315740296,2,3.99e-24,1.1255084745762712e-23,9.376671640979203e-23,Kruskal-Wallis
kallikrein 14,Third,log2rfu,326,107.69543398898986,2,4.11e-24,1.157956469165659e-23,9.646997629228651e-23,Kruskal-Wallis
ATS15,Second,log2rfu,372,107.53627132983547,2,4.4499999999999995e-24,1.2522342995169082e-23,1.0432431304937239e-22,Kruskal-Wallis
NCK1,Second,log2rfu,372,107.38522279901099,2,4.8e-24,1.3490952955367912e-23,1.1239385472775527e-22,Kruskal-Wallis
IL-6,Second,log2rfu,372,107.30078624996895,2,5.0099999999999994e-24,1.4064216867469876e-23,1.1716974721441734e-22,Kruskal-Wallis
SCGF-beta,Second,log2rfu,372,107.18787606342266,2,5.3e-24,1.48604091456077e-23,1.2380286790948113e-22,Kruskal-Wallis
Aflatoxin B1 aldehyde reductase,Third,log2rfu,326,107.1697662365375,2,5.35e-24,1.494664268585132e-23,1.2452128417161366e-22,Kruskal-Wallis
I-309,Third,log2rfu,326,107.16947503952792,2,5.35e-24,1.494664268585132e-23,1.2452128417161366e-22,Kruskal-Wallis
Met,Third,log2rfu,326,107.16976623653773,2,5.35e-24,1.494664268585132e-23,1.2452128417161366e-22,Kruskal-Wallis
hnRNP K,Second,log2rfu,372,107.13218773870835,2,5.4499999999999996e-24,1.5207784431137723e-23,1.266968700979877e-22,Kruskal-Wallis
Esterase D,Second,log2rfu,372,107.04120123386429,2,5.7099999999999996e-24,1.5914234449760765e-23,1.3258234320194258e-22,Kruskal-Wallis
GV,Second,log2rfu,372,107.03557743479723,2,5.72e-24,1.5923058542413382e-23,1.326558571924652e-22,Kruskal-Wallis
IFN-lambda 2,Third,log2rfu,326,106.99413480340559,2,5.8399999999999996e-24,1.6237708830548925e-23,1.352772256674536e-22,Kruskal-Wallis
RAC1,Second,log2rfu,372,106.93922624180095,2,6e-24,1.66626936829559e-23,1.388177973321054e-22,Kruskal-Wallis
Coagulation Factor VII,Third,log2rfu,326,106.78943608477016,2,6.47e-24,1.7946547619047618e-23,1.495136535301166e-22,Kruskal-Wallis
PKC-G,Third,log2rfu,326,106.76021139925274,2,6.5699999999999994e-24,1.8202259215219975e-23,1.5164400059214251e-22,Kruskal-Wallis
Chk2,Third,log2rfu,326,106.64335762861424,2,6.96e-24,1.9259857482185273e-23,1.6045490864073425e-22,Kruskal-Wallis
TSG-6,Third,log2rfu,326,106.53054476466195,2,7.37e-24,2.037022538552788e-23,1.697054433683789e-22,Kruskal-Wallis
NCK1,Third,log2rfu,326,106.35654058511204,2,8.029999999999999e-24,2.2168127962085303e-23,1.846838664399566e-22,Kruskal-Wallis
PSD7,Third,log2rfu,326,106.29717773534207,2,8.28e-24,2.2831242603550295e-23,1.9020831018586778e-22,Kruskal-Wallis
IL-34,Third,log2rfu,326,106.21704834889897,2,8.62e-24,2.374066193853428e-23,1.9778473158181756e-22,Kruskal-Wallis
PAI-1,Third,log2rfu,326,105.81477669099922,2,1.0499999999999999e-23,2.8884297520661154e-23,2.4063663628437276e-22,Kruskal-Wallis
Apo E4,Third,log2rfu,326,105.74018060639082,2,1.0899999999999999e-23,2.9949292452830185e-23,2.4950916634863145e-22,Kruskal-Wallis
CYTN,Third,log2rfu,326,105.67122745894221,2,1.13e-23,3.101177856301531e-23,2.5836079528199676e-22,Kruskal-Wallis
CK-MM,Second,log2rfu,372,105.5799767342628,2,1.1799999999999999e-23,3.230787309048178e-23,2.691586285051527e-22,Kruskal-Wallis
EMR2,Third,log2rfu,326,105.58449672707138,2,1.1799999999999999e-23,3.230787309048178e-23,2.691586285051527e-22,Kruskal-Wallis
Bcl-2,Second,log2rfu,372,105.56262232918857,2,1.19e-23,3.2543427230046943e-23,2.7112104271194704e-22,Kruskal-Wallis
BFL1,Third,log2rfu,326,105.55349805819787,2,1.1999999999999998e-23,3.277842907385697e-23,2.7307885571309825e-22,Kruskal-Wallis
"Haptoglobin, Mixed Type",Third,log2rfu,326,105.52565278059637,2,1.2199999999999999e-23,3.3285714285714287e-23,2.773050760991343e-22,Kruskal-Wallis
